	Hip	V	RA (deg)	Dec (deg)	Par(mas)	B-V	M_V	Sp
 	34932	8.83	108.42589221	-54.90060933	18.69	5.19	0.64	

 	34950	8.4	108.47238707	25.01159218	39.72	6.4	0.83	

 	34992	7.17	108.59433895	-61.06983016	16.5	3.26	0.44	

 	35052	8.08	108.73483135	-68.07083428	14.39	3.87	0.66	

 	35096	7.67	108.87181151	-48.23040183	25.5	4.7	0.6	

 	35136	5.54	108.95880519	47.24041621	59.31	4.41	0.58	

 	35139	7.74	108.96292197	-13.04991169	30.14	5.14	0.61	

 	35146	5.2	108.97924939	59.63809569	16.88	1.34	1.08	

 	35151	9.08	108.98606824	-41.03054149	17.14	5.25	0.66	

 	35154	7.69	108.98912477	-55.73329191	17.91	3.96	1.06	

 	35173	9.01	109.04422475	-3.6657868	29.25	6.34	1.01	

 	35198	8.51	109.10592621	35.01734903	26.04	5.59	0.75	

 	35209	7.34	109.1516385	1.87904933	24.32	4.27	0.61	

 	35265	6.93	109.28988811	33.09247534	36.5	4.74	0.63	

 	35279	7.57	109.32494998	-40.65683667	15.7	3.55	0.7	

 	35350	3.58	109.52336162	16.54047526	34.59	1.27	0.11	

 	35353	10.3	109.53476111	39.2750918	69.21	9.5	1.51	

 	35359	7.52	109.5512356	-51.05009771	20.17	4.04	0.56	

 	35377	8.02	109.61985651	27.25323579	28.19	5.27	0.63	

 	35437	7.17	109.73539544	-45.29753627	21.28	3.81	0.52	

 	35445	8.24	109.7700667	-76.41724171	14.09	3.98	0.52	

 	35467	6.73	109.8254181	-58.0523602	11.42	2.02	0.3	

 	35492	7.87	109.87437065	-70.20833708	13.27	3.48	0.5	

 	35495	10.06	109.87910788	32.83093125	50.59	8.58	1.42	

 	35509	5.91	109.94837319	7.14309133	16.86	2.04	0.54	

 	35567	6.57	110.09575798	-56.29479639	14.25	2.34	0.11	

 	35628	8.38	110.27849906	67.66166399	39.1	6.34	0.89	

 	35643	5.74	110.32308085	45.22817039	28.99	3.05	0.34	

 	35739	8.83	110.57902826	-39.25320241	26.74	5.97	0.88	

 	35790	6.89	110.73763974	-55.57743788	11.86	2.26	1.04	

 	35803	6.78	110.76928744	18.27351374	22.68	3.56	0.46	

 	35821	10.56	110.8124864	46.08799054	61.68	9.51	1.44	

 	35846	5.04	110.8689755	25.05060041	21.17	1.67	0.9	

 	35851	9.91	110.87176867	-20.02258203	33.67	7.55	1.23	

 	35872	8.19	110.94589902	12.96575197	39.91	6.2	0.96	

 	35884	6.84	110.97441705	-17.41338174	29.37	4.18	0.49	

 	35910	6.58	111.03951541	-58.49228286	20.61	3.15	0.71	

 	35937	10.12	111.1270351	-80.18552054	33.17	7.72	1.27	

 	35943	10.34	111.1428492	-17.89210865	41.56	8.43	1.37	

 	35946	6.49	111.1546398	-71.47075644	12.9	2.04	0.12	

 	35947	7.42	111.15654276	-38.27329386	15.73	3.4	0.44	

 	35998	5.79	111.28515547	-13.75197556	28.72	3.08	0.43	

 	36014	7.69	111.32538612	56.56930063	24.06	4.6	0.6	

 	36046	3.78	111.43198371	27.79828561	25.9	0.85	1.02	

 	36071	6.99	111.4884433	-2.24835274	28.07	4.23	0.57	

 	36121	9.21	111.61055982	-15.77009219	38.92	7.16	1.16	

 	36129	8.64	111.63056893	60.54663538	24.63	5.6	0.84	

 	36152	6.54	111.71020387	21.53571074	32.43	4.09	0.46	

 	36188	2.89	111.78780121	8.28940893	19.16	-0.7	-0.1	

 	36210	6.72	111.85722164	-51.40259511	44.43	4.96	0.69	

 	36249	7.24	111.96128684	19.0449638	33.87	4.89	0.73	

 	36285	7.39	112.04384095	40.65667157	34.82	5.1	0.7	

 	36366	4.16	112.27754045	31.78407932	54.06	2.82	0.32	

 	36393	5.07	112.33526392	28.1184038	20.0	1.58	0.12	

 	36414	7.73	112.38098	-38.12282841	19.04	4.13	0.55	

 	36439	5.35	112.48273588	49.67266207	50.25	3.86	0.47	

 	36481	7.07	112.59731966	19.81423312	24.21	3.99	0.6	

 	36509	7.11	112.66502841	27.90883826	21.42	3.76	0.47	

 	36512	7.73	112.66660135	-15.99432149	27.36	4.92	0.64	

 	36515	6.66	112.67739849	-37.33949152	45.93	4.97	0.64	

 	36551	8.94	112.78194099	14.61484883	47.09	7.3	1.11	

 	36622	8.78	112.96680665	-61.69222864	20.26	5.31	0.72	

 	36626	10.52	112.99117733	36.21991515	87.61	10.23	1.44	

 	36640	5.9	113.02423825	-8.88091851	33.4	3.52	0.54	

 	36654	8.88	113.08558984	-49.84864257	17.0	5.03	0.69	

 	36704	7.68	113.25257044	37.02982342	50.8	6.21	0.86	

 	36723	5.59	113.2986465	3.29027472	23.44	2.44	0.32	

 	36795	4.44	113.51335813	-22.29618077	38.91	2.39	0.52	

 	36809	6.72	113.55502049	-16.18809032	17.16	2.89	0.61	

 	36827	8.16	113.6092288	-6.89657277	40.32	6.19	0.9	

 	36834	10.4	113.61695099	62.94175585	87.01	10.1	0.94	

 	36836	6.71	113.62049049	-13.87040541	21.8	3.4	0.49	

 	36866	8.79	113.6851814	-66.64406827	22.27	5.53	0.85	

 	36874	7.37	113.70969349	24.95532849	25.42	4.4	0.64	

 	36927	8.78	113.86227454	-52.44316453	39.66	6.77	1.05	

 	36941	7.32	113.90861163	-75.5442087	18.53	3.66	0.54	

 	36948	8.23	113.94791807	-32.20408225	28.95	5.54	0.73	

 	36954	8.51	113.96036867	73.27513607	25.63	5.55	0.81	

 	36976	7.16	114.00663856	-3.15204314	28.17	4.41	0.56	

 	36985	9.87	114.02940164	-3.11016346	69.85	9.09	1.46	

 	37031	5.89	114.14487545	5.86210427	22.92	2.69	0.6	

 	37032	7.98	114.14936525	-67.61317673	13.92	3.7	0.66	

 	37061	7.97	114.24214367	57.55010235	36.59	5.79	0.8	

 	37068	7.88	114.26177049	-52.36585581	16.35	3.95	0.51	

 	37165	6.37	114.55984487	24.36039278	21.27	3.01	0.34	

 	37170	7.7	114.56856049	47.74907646	26.13	4.79	0.62	

 	37206	7.99	114.64508217	-54.63675085	15.41	3.93	0.52	

 	37217	11.68	114.66947798	-21.22342385	92.15	11.5	1.59	

 	37265	4.89	114.79148501	34.58463287	20.62	1.46	0.41	

 	37283	6.89	114.84033701	50.52868572	21.54	3.56	0.47	

 	37284	9.37	114.84129342	-78.27887587	27.93	6.6	1.01	

 	37349	7.18	114.99703127	-3.59683158	70.44	6.42	0.89	

 	37372	6.64	115.08128958	-78.38757067	11.15	1.88	0.19	

 	37390	7.32	115.12729278	-33.42651709	17.38	3.52	0.54	

 	37447	3.94	115.31198612	-9.55108315	22.61	0.71	1.02	

 	37460	7.54	115.3379559	-41.8893374	16.91	3.68	0.48	

 	37494	9.73	115.43827628	49.22218217	37.35	7.59	1.19	

 	37504	3.93	115.45498347	-72.60613528	24.36	0.86	1.03	

 	37519	7.0	115.50492813	-32.07959844	13.93	2.72	0.31	

 	37538	7.26	115.56216223	75.56440305	13.96	2.98	0.89	

 	37563	7.17	115.65051517	-59.29781346	30.07	4.56	0.64	

 	37609	4.93	115.751907	58.71048707	13.75	0.62	0.1	

 	37629	4.23	115.82785545	28.8840717	26.68	1.36	1.12	

 	37635	6.69	115.8397598	-52.16450303	33.13	4.29	0.55	

 	37664	5.12	115.92428224	-40.93332961	15.13	1.02	1.1	

 	37710	5.8	116.04059732	-36.06271326	22.99	2.61	0.32	

 	37718	6.64	116.0525692	-50.45707517	32.45	4.2	0.53	

 	37727	7.55	116.06907597	-50.46696223	33.25	5.16	0.7	

 	37740	3.57	116.11195237	24.39812929	22.73	0.35	0.93	

 	37766	11.19	116.16823269	3.55354943	168.59	12.32	1.6	

 	37789	6.74	116.23404331	39.55802931	29.22	4.07	0.55	

 	37826	1.16	116.33068263	28.02631031	96.74	1.09	0.99	

 	37879	7.46	116.46225633	-7.52955411	18.73	3.82	0.49	

 	37930	7.38	116.59732576	-61.43084211	19.56	3.84	0.76	

 	38017	6.79	116.87726362	-81.59653504	11.77	2.14	0.16	

 	38021	7.08	116.8857257	9.63218855	23.8	3.96	0.58	

 	38041	8.1	116.95654757	-54.26346735	30.66	5.53	0.75	

 	38082	11.46	117.06451337	20.37053697	70.74	10.71	1.51	

 	38129	7.14	117.2058016	-38.20396155	23.61	4.01	0.49	

 	38172	7.09	117.32888195	24.48877624	23.22	3.92	0.49	

 	38179	7.49	117.3595827	-59.38031207	29.97	4.87	0.68	

 	38216	6.54	117.43868792	-20.20731485	19.36	2.97	0.58	

 	38225	7.88	117.47528014	86.36560204	21.19	4.51	0.6	

 	38228	6.9	117.47944668	27.36321021	45.84	5.21	0.68	

 	38267	5.89	117.59951934	-50.5093647	12.59	1.39	1.09	

 	38324	10.07	117.764473	-50.30540088	28.51	7.34	1.19	

 	38325	6.03	117.77396083	54.12911093	33.32	3.64	0.5	

 	38369	8.29	117.91463676	-40.07005627	15.0	4.17	0.49	

 	38388	6.78	117.95482475	-20.72057262	15.31	2.7	0.42	

 	38392	7.71	117.98303279	-11.03255449	31.58	5.21	0.72	

 	38541	8.27	118.3860092	30.60952919	35.29	6.01	0.62	

 	38558	7.97	118.42284489	-63.64767769	28.1	5.21	0.67	

 	38594	9.75	118.54615276	-25.30366157	51.16	8.29	1.39	

 	38600	7.81	118.5548096	-58.57449595	16.16	3.85	0.52	

 	38647	7.78	118.70241811	34.62020884	28.33	5.04	0.66	

 	38656	5.62	118.72246913	-57.30288338	9.5	0.51	1.3	

 	38657	7.76	118.7250404	19.23744468	50.05	6.26	0.95	

 	38712	5.86	118.88099024	8.8630571	26.21	2.95	0.37	

 	38718	7.0	118.89931633	-15.57873027	18.02	3.28	0.9	

 	38765	7.94	119.03822492	-71.9861857	19.73	4.42	0.57	

 	38784	6.55	119.07863116	80.26532526	58.67	5.39	0.72	

 	38862	8.0	119.30313449	-14.59154003	21.75	4.69	0.63	

 	38908	5.59	119.44293578	-60.30336068	61.76	4.54	0.57	

 	38917	5.14	119.46555642	-45.57774475	10.87	0.32	1.26	

 	38931	8.05	119.49115589	-0.81442473	57.26	6.84	1.06	

 	38939	8.42	119.51723268	-25.62603145	54.91	7.12	1.04	

 	38969	9.31	119.60660837	-15.01975764	30.2	6.71	1.12	

 	38992	8.12	119.70882712	10.12969968	33.43	5.74	0.79	

 	38998	8.81	119.71788836	-13.31490016	28.52	6.09	0.87	

 	39064	7.68	119.89092254	20.84521031	43.21	5.86	0.83	

 	39071	8.28	119.9071342	-43.29948444	17.52	4.5	0.6	

 	39088	9.25	119.94848095	-59.21209683	19.52	5.7	0.83	

 	39096	7.98	119.97215575	9.8990656	31.64	5.48	0.66	

 	39101	7.53	119.98797404	-30.37563961	16.68	3.64	0.55	

 	39102	7.72	119.99490484	-41.70392874	19.48	4.17	0.58	

 	39157	6.97	120.13434742	29.21518554	59.52	5.84	0.72	

 	39242	7.71	120.38546675	-70.02413365	18.55	4.05	0.59	

 	39254	7.56	120.41520173	-34.69482777	15.93	3.57	0.47	

 	39286	6.67	120.4992318	-54.66250382	10.93	1.86	0.34	

 	39298	8.06	120.52266402	-12.80408027	23.24	4.89	0.72	

 	39313	6.87	120.56910671	60.99341814	17.41	3.07	0.38	

 	39330	7.52	120.6128805	-46.33686464	27.62	4.73	0.66	

 	39342	7.18	120.63089255	-66.020622	57.88	5.99	0.87	

 	39391	8.68	120.79558784	-54.01421665	20.9	5.28	0.73	

 	39418	6.74	120.87003667	12.1814416	23.18	3.57	0.57	

 	39425	7.43	120.8838492	-8.17350915	19.1	3.84	0.51	

 	39468	7.17	121.00551918	-26.97342538	17.42	3.38	0.47	

 	39494	9.83	121.09423113	43.96171622	39.46	7.81	1.27	

 	39506	7.26	121.12369019	9.26788722	33.88	4.91	0.63	

 	39515	8.48	121.14491179	15.36485387	28.03	5.72	0.85	

 	39546	8.36	121.21800232	23.61387195	26.6	5.48	0.81	

 	39710	6.8	121.75122909	-29.40207468	39.08	4.76	0.6	

 	39720	7.3	121.78659519	-36.38165721	21.26	3.94	0.55	

 	39738	6.69	121.83106328	-48.38661486	14.42	2.48	0.95	

 	39757	2.83	121.88625899	-24.30443677	51.99	1.41	0.46	

 	39780	5.3	121.9410051	21.58197937	42.86	3.46	0.64	

 	39822	8.18	122.0457923	71.92552031	21.15	4.81	0.62	

 	39847	4.78	122.11459795	51.50667575	14.96	0.65	0.05	

 	39908	7.62	122.26171193	-20.49942141	21.52	4.28	0.56	

 	39947	6.53	122.37554115	-51.84283272	17.98	2.8	0.6	

 	39987	11.74	122.4939594	-52.96979883	60.23	10.64	1.52	

 	39999	7.59	122.52753984	14.50822306	19.26	4.01	0.52	

 	40001	6.65	122.5471859	35.45556187	20.17	3.17	0.54	

 	40023	5.73	122.61344988	25.50817993	23.82	2.61	0.82	

 	40035	5.53	122.66656902	-13.79934746	44.47	3.77	0.49	

 	40043	8.28	122.69299396	-62.89680556	14.56	4.1	0.57	

 	40051	8.78	122.71906503	-42.8105824	29.86	6.16	0.89	

 	40072	8.83	122.7907903	-46.29736539	24.98	5.82	0.86	

 	40084	4.72	122.81800545	-12.92701835	17.64	0.95	0.94	

 	40093	6.61	122.8405454	38.73149889	21.97	3.32	0.59	

 	40118	6.78	122.91234372	32.45869655	46.05	5.1	0.68	

 	40133	7.34	122.95505719	16.52449002	29.45	4.69	0.67	

 	40170	10.2	123.06061617	51.90758949	40.94	8.26	1.32	

 	40174	8.19	123.06700947	-40.5030911	23.78	5.07	0.62	

 	40188	6.97	123.13639023	-54.14652908	12.71	2.49	0.35	

 	40283	6.7	123.39469744	-31.73575187	36.98	4.54	0.62	

 	40298	8.42	123.43991031	63.10368118	24.51	5.37	0.68	

 	40344	5.77	123.55537215	-35.49007215	14.38	1.56	1.02	

 	40375	8.79	123.65069293	13.02258943	54.53	7.47	1.19	

 	40419	8.27	123.78223821	-6.91851209	29.39	5.61	0.71	

 	40438	6.63	123.85508167	-52.06016056	36.93	4.47	0.58	

 	40452	7.72	123.88884531	11.43151587	26.45	4.83	0.73	

 	40497	7.49	124.02774101	57.09467911	31.95	5.01	0.75	

 	40501	10.08	124.03417002	1.30242701	109.23	10.27	1.51	

 	40655	6.47	124.48246427	-59.16676267	12.84	2.01	0.4	

 	40671	8.82	124.54571465	30.60281736	44.34	7.05	1.14	

 	40693	5.95	124.5990846	-12.62976955	79.48	5.45	0.75	

 	40702	4.05	124.6302785	-76.91998251	51.4	2.6	0.41	

 	40706	4.44	124.6391383	-36.65953286	35.06	2.16	0.22	

 	40765	7.43	124.81290348	-5.61961414	29.28	4.76	0.6	

 	40774	8.35	124.82977973	1.33899253	42.89	6.51	0.9	

 	40824	6.75	124.99086918	-51.94197177	13.25	2.36	0.26	

 	40843	5.13	125.01613464	27.21862138	55.17	3.84	0.49	

 	40848	8.36	125.02257975	73.41637353	32.22	5.9	0.85	

 	40858	6.18	125.05406858	-0.90910329	24.5	3.13	0.61	

 	40875	5.89	125.10832165	57.74324466	31.57	3.39	0.42	

 	40878	6.5	125.12149726	53.57435244	15.94	2.51	0.3	

 	40882	8.43	125.13893474	65.39391927	26.98	5.59	0.82	

 	40888	4.34	125.16203304	-77.4845764	21.22	0.97	1.16	

 	40910	9.75	125.23074731	14.0719691	42.66	7.9	1.28	

 	40916	6.63	125.25200275	-52.22801676	13.55	2.29	0.15	

 	40918	8.03	125.26567712	65.44266046	27.33	5.21	0.73	

 	40947	6.15	125.35075062	-39.62072962	14.89	2.01	0.17	

 	40952	7.17	125.36787219	-39.70595775	34.77	4.88	0.69	

 	41081	5.89	125.72991589	-52.12377702	13.68	1.57	0.02	

 	41130	9.52	125.87801748	21.84995388	37.01	7.36	1.18	

 	41134	7.09	125.882899	-27.82226926	30.89	4.54	0.6	

 	41147	7.53	125.92673102	-55.32040424	12.68	3.05	0.4	

 	41152	5.52	125.95220483	53.21995142	19.46	1.97	0.13	

 	41195	7.69	126.09275293	83.0971475	14.26	3.46	0.47	

 	41209	7.07	126.13837425	-1.14795006	22.91	3.87	0.59	

 	41211	5.61	126.14640836	-3.75117744	36.75	3.44	0.48	

 	41226	7.06	126.18914466	17.18205874	21.49	3.72	0.54	

 	41254	7.17	126.25127877	-74.9122992	14.9	3.04	0.67	

 	41274	7.35	126.3089612	-7.17021314	20.2	3.88	0.95	

 	41278	7.86	126.32384376	-34.36694746	15.1	3.75	0.61	

 	41282	6.01	126.3292623	-21.04610608	29.46	3.36	0.4	

 	41307	3.91	126.41529546	-3.90636482	26.09	0.99	-0.01	

 	41308	8.86	126.41875604	66.46349546	26.64	5.99	0.88	

 	41312	3.77	126.43435936	-66.13652042	30.21	1.17	1.13	

 	41319	6.11	126.45830668	17.0466377	22.24	2.85	0.45	

 	41360	6.99	126.57310922	-27.14482647	18.65	3.34	0.46	

 	41373	6.05	126.60517431	-52.80750215	14.07	1.79	0.06	

 	41443	9.63	126.79828942	28.9308609	32.71	7.2	1.11	

 	41451	5.51	126.81994813	-70.09359517	11.43	0.8	-0.02	

 	41479	7.17	126.89666428	-5.14844045	23.89	4.06	0.65	

 	41483	5.08	126.90271156	-53.08853976	16.01	1.1	0.26	

 	41484	6.32	126.9033388	45.65384111	45.89	4.63	0.62	

 	41526	7.98	127.03739624	47.30230254	22.29	4.72	0.64	

 	41529	8.39	127.05017805	-36.72312272	25.04	5.38	0.77	

 	41573	7.4	127.15015303	1.24753049	22.26	4.14	0.53	

 	41598	7.12	127.21546098	53.86235062	23.73	4.0	0.56	

 	41620	8.5	127.28106327	-61.87343162	17.58	4.73	0.64	

 	41659	9.49	127.40935865	-54.27616847	19.22	5.91	0.77	

 	41681	9.18	127.45897952	-46.99466388	20.81	5.77	0.81	

 	41704	3.35	127.56679232	60.7184311	17.76	-0.4	0.86	

 	41777	8.22	127.78734402	-54.08864322	23.16	5.04	0.79	

 	41795	10.69	127.82535466	-68.5893895	28.73	7.98	1.3	

 	41844	7.44	127.97962433	50.61751642	24.54	4.39	0.63	

 	41894	6.23	128.13932858	53.11502806	16.65	2.34	1.01	

 	41926	6.38	128.21774079	-31.50270424	82.15	5.95	0.78	

 	41935	5.88	128.22939892	38.01678677	15.53	1.84	1.11	

 	41967	8.26	128.31419775	-29.95663223	21.87	4.96	0.66	

 	41968	7.34	128.323159	-5.32781991	19.74	3.82	0.53	

 	41975	6.2	128.34098179	36.43642315	26.8	3.34	0.4	

 	41984	7.05	128.36677645	-41.61635113	21.86	3.75	0.73	

 	42011	7.22	128.44135411	-23.35594816	32.24	4.76	0.75	

 	42042	6.69	128.54765091	-36.90634953	21.73	3.38	0.43	

 	42074	7.32	128.63234578	-0.72612364	45.95	5.63	0.79	

 	42100	7.6	128.71967609	-58.79597513	12.26	3.04	0.41	

 	42123	6.44	128.80200479	-39.97055528	27.53	3.64	0.58	

 	42145	8.74	128.86700732	41.74180876	35.84	6.51	0.92	

 	42157	7.47	128.90500798	-42.56047985	13.45	3.11	0.44	

 	42163	7.41	128.93250831	-40.8683641	19.59	3.87	0.46	

 	42178	7.06	128.96866019	-56.3730105	17.52	3.28	0.43	

 	42191	6.97	129.04260198	-56.71225867	11.45	2.26	0.48	

 	42214	8.08	129.09640507	-30.03778638	27.38	5.27	0.78	

 	42215	7.22	129.09648558	-38.4555166	22.44	3.98	0.51	

 	42220	9.28	129.11275725	67.29495249	71.96	8.57	1.42	

 	42245	7.28	129.19043609	-52.51635124	15.27	3.2	0.39	

 	42279	7.29	129.30993007	77.04662314	22.49	4.05	0.54	

 	42281	8.72	129.31503892	-17.49479172	27.02	5.88	0.91	

 	42291	6.53	129.33427475	-40.14774379	36.4	4.34	0.6	

 	42302	6.51	129.37356569	-33.74558225	16.79	2.64	0.32	

 	42313	4.14	129.41419739	5.70379868	18.21	0.44	0.0	

 	42333	6.74	129.46028541	-6.80699027	42.32	4.87	0.66	

 	42343	7.02	129.49021333	-8.88151915	20.69	3.6	0.52	

 	42356	7.54	129.53579126	26.04942128	22.99	4.35	0.63	

 	42403	6.89	129.6897941	23.68626609	28.52	4.17	0.55	

 	42418	7.9	129.75127025	6.95617207	39.28	5.87	0.9	

 	42425	5.19	129.77136771	-70.38665235	13.64	0.86	0.01	

 	42438	5.63	129.79892615	65.02069298	70.07	4.86	0.62	

 	42483	4.86	129.92704475	-29.56086189	13.83	0.56	0.9	

 	42499	7.61	129.96190355	11.52388749	53.98	6.27	0.83	

 	42532	7.78	130.07217422	-71.8772861	19.92	4.28	0.67	

 	42539	8.09	130.07770704	-79.67389066	18.56	4.43	0.58	

 	42567	9.34	130.15319831	43.11445696	32.29	6.89	1.08	

 	42575	8.0	130.17685995	55.66863045	23.81	4.88	0.68	

 	42601	10.53	130.24073979	-46.24131446	37.51	8.4	1.36	

 	42604	5.35	130.25436677	45.83378521	18.11	1.64	0.99	

 	42634	7.59	130.32720443	-4.80885163	29.81	4.96	0.76	

 	42637	5.46	130.33167303	-78.96342637	10.32	0.53	-0.1	

 	42644	7.07	130.34714894	-72.58891481	15.93	3.08	0.43	

 	42650	11.03	130.38672128	-68.42824308	32.13	8.56	1.39	

 	42662	4.87	130.43055822	-15.94314865	15.98	0.89	1.06	

 	42697	8.11	130.5322122	-42.92922593	44.73	6.36	0.9	

 	42717	6.26	130.58708068	-55.77465771	9.86	1.23	1.18	

 	42734	7.42	130.62832042	34.18840249	21.51	4.08	0.58	

 	42753	7.18	130.69264192	31.86270164	20.62	3.75	0.6	

 	42754	6.92	130.69770787	-46.80747056	12.93	2.48	0.27	

 	42794	6.05	130.80128686	-79.0701501	10.23	1.1	0.23	

 	42806	4.66	130.82172127	21.46859609	20.58	1.23	0.01	

 	42808	6.58	130.82606643	-38.88320766	89.78	6.35	0.92	

 	42884	4.05	131.09985828	-42.64932331	14.27	-0.18	0.87	

 	42885	8.11	131.099932	-57.76929848	19.52	4.56	0.59	

 	42889	8.14	131.10625897	-62.52475001	17.66	4.37	0.63	

 	42895	6.03	131.12520012	-65.82568206	16.49	2.12	0.22	

 	42911	3.94	131.17129209	18.15486399	23.97	0.84	1.08	

 	42914	8.21	131.17627208	-48.67124584	32.14	5.75	0.76	

 	42919	8.91	131.19888186	55.53871746	23.42	5.76	0.8	

 	42922	6.56	131.2121828	-44.54292426	27.77	3.78	0.57	

 	42937	6.89	131.2867015	-32.24906563	14.73	2.73	0.33	

 	42940	8.52	131.29424441	41.67341814	38.47	6.45	0.94	

 	42989	6.77	131.4331287	-55.85500254	12.01	2.17	0.3	

 	43129	6.6	131.78046255	28.16193907	18.84	2.98	0.68	

 	43177	6.35	131.91835588	-41.7362388	34.55	4.04	0.58	

 	43197	6.71	132.00348499	-49.57468429	23.0	3.52	0.42	

 	43290	7.83	132.27408759	-39.95470159	27.71	5.04	0.65	

 	43297	7.45	132.30256721	3.48461117	33.5	5.08	0.69	

 	43299	7.27	132.31389314	-15.5646784	24.09	4.18	0.54	

 	43304	7.96	132.33903029	3.68398172	30.16	5.36	0.75	

 	43354	6.38	132.46833118	-39.14170326	12.82	1.92	0.25	

 	43358	7.15	132.48208604	-36.61618479	23.77	4.03	0.5	

 	43409	4.02	132.63338051	-27.71005869	15.63	-0.01	1.27	

 	43410	6.22	132.63444521	33.28525915	34.86	3.93	0.55	

 	43414	5.34	132.64450311	-66.79322494	19.04	1.74	0.42	

 	43446	7.42	132.73030475	85.05120044	20.09	3.93	0.48	

 	43477	8.62	132.83803849	64.4185249	24.55	5.57	0.7	

 	43487	7.16	132.8666049	-61.36334742	17.67	3.4	0.55	

 	43534	9.26	133.00088105	66.13125503	60.63	8.17	1.32	

 	43557	6.57	133.06791878	8.06349265	41.42	4.66	0.64	

 	43565	6.83	133.08511487	-12.80844106	19.49	3.28	0.55	

 	43587	5.96	133.15055377	28.33138843	79.8	5.47	0.87	

 	43620	6.02	133.26584378	-56.64957371	11.01	1.23	-0.02	

 	43624	6.35	133.27470567	59.05614282	16.19	2.4	0.41	

 	43625	6.92	133.27553896	52.39014622	28.08	4.16	0.5	

 	43667	9.27	133.44748165	35.2228715	38.67	7.21	1.14	

 	43686	8.16	133.48306018	-66.80128646	16.75	4.28	0.75	

 	43706	8.42	133.51096646	-51.5838456	18.3	4.73	0.66	

 	43726	6.01	133.5757901	-5.43453346	58.5	4.85	0.66	

 	43771	8.66	133.73942174	-24.39464323	32.12	6.19	1.02	

 	43777	7.38	133.74559211	-18.81222252	17.57	3.6	0.84	

 	43783	3.84	133.76192355	-60.64471195	10.45	-1.06	-0.1	

 	43790	9.99	133.78164853	1.54904637	49.92	8.48	1.37	

 	43797	5.7	133.79898826	-54.96554657	41.41	3.79	0.48	

 	43845	8.19	133.96063025	-76.2485444	16.97	4.34	0.63	

 	43852	7.69	133.98208889	36.19621953	38.21	5.6	0.77	

 	43853	6.39	133.98305637	-23.8184137	14.24	2.16	0.16	

 	43886	7.48	134.10191005	83.88765997	23.87	4.37	0.56	

 	43908	5.43	134.1745136	-85.66323432	20.73	2.01	0.31	

 	43970	5.22	134.31213728	15.32271727	20.39	1.77	0.15	

 	44001	5.68	134.39651273	15.58123453	20.3	2.22	0.21	

 	44031	6.25	134.49430922	30.23375878	19.92	2.75	0.47	

 	44072	9.22	134.65738199	20.5471686	48.53	7.65	1.12	

 	44075	5.8	134.68243659	-16.13324587	46.9	4.16	0.52	

 	44089	7.47	134.70792674	25.40531254	25.04	4.46	0.68	

 	44093	5.17	134.71844252	-47.23482313	14.77	1.02	0.27	

 	44097	7.63	134.73241393	21.16639805	29.72	5.0	0.69	

 	44127	3.12	134.80349479	48.04234956	68.32	2.29	0.22	

 	44143	5.17	134.85158738	-59.08439697	38.2	3.08	0.42	

 	44162	6.19	134.91641417	-19.20779957	25.28	3.2	0.46	

 	44164	6.88	134.92812912	-27.81619461	17.91	3.15	0.69	

 	44191	4.45	135.02266724	-41.25373789	16.19	0.5	0.65	

 	44212	7.8	135.09005957	-9.12312538	22.99	4.61	0.54	

 	44252	8.53	135.18522375	50.92889036	26.58	5.65	0.78	

 	44259	8.78	135.19698312	21.45454721	31.29	6.26	0.84	

 	44291	8.63	135.30194792	-25.5264047	24.23	5.55	0.83	

 	44324	7.93	135.40464921	49.73713164	23.23	4.76	0.65	

 	44341	8.03	135.44782447	6.49799708	32.18	5.57	0.81	

 	44382	4.0	135.61166181	-66.39584369	26.24	1.09	0.14	

 	44441	7.03	135.81680674	32.88144381	19.85	3.52	0.5	

 	44458	7.04	135.86310725	37.84138814	33.24	4.65	0.61	

 	44463	7.86	135.87553656	76.39815134	18.78	4.23	0.69	

 	44526	8.77	136.08649723	-15.91417598	35.63	6.53	0.96	

 	44607	6.77	136.32853427	50.82395685	19.41	3.21	0.41	

 	44610	8.46	136.33883967	74.69675584	21.56	5.13	0.73	

 	44638	7.96	136.44205724	55.52898563	20.85	4.56	0.62	

 	44713	7.31	136.66163258	-43.49241324	26.63	4.44	0.66	

 	44719	8.42	136.68240777	-33.56840097	25.83	5.48	0.77	

 	44722	9.5	136.68970461	-8.80734614	68.86	8.69	1.42	

 	44728	6.61	136.7126633	38.2784759	24.57	3.56	0.45	

 	44800	7.64	136.94593413	-82.32486753	12.56	3.13	0.54	

